emp_no,first_name,last_name,birth_date,from_date,to_date,title
54814,Wilmer,Akazan,1964-08-25,1988-01-16,9999-01-01,Senior Engineer
54838,Arvin,Hainaut,1964-09-12,1992-12-18,9999-01-01,Senior Staff
54852,Kiyokazu,Slaats,1964-08-13,1993-05-23,9999-01-01,Senior Staff
54861,Huiqun,Ratzlaff,1964-10-19,1987-09-25,9999-01-01,Senior Engineer
54894,Palash,Pews,1964-03-20,1998-09-22,9999-01-01,Senior Staff
54900,Khalil,Stemann,1964-02-22,1986-07-03,9999-01-01,Senior Staff
55006,Elliott,Tchuente,1964-06-28,1994-10-10,9999-01-01,Senior Engineer
55021,Youngkon,Zaumen,1964-07-25,1985-11-15,9999-01-01,Senior Staff
55025,Kazuhiro,Beilner,1964-12-04,1985-05-12,9999-01-01,Senior Engineer
55031,Katsuyuki,Zongker,1964-12-25,1989-10-29,9999-01-01,Senior Staff
55033,Aiichiro,Lorho,1964-09-27,1987-05-09,9999-01-01,Senior Staff
55072,Yakkov,Spataro,1964-12-08,1992-08-10,9999-01-01,Senior Engineer
55088,Heng,Businaro,1964-04-03,1996-09-19,9999-01-01,Senior Staff
55148,Aimee,Yetim,1964-03-31,1994-07-22,9999-01-01,Senior Engineer
55244,Changho,Merlo,1964-06-24,1992-01-16,9999-01-01,Senior Staff
55292,Anneke,Bennet,1964-06-10,2000-12-23,9999-01-01,Senior Engineer
55293,Nalini,Bazzichi,1964-08-03,1990-12-12,9999-01-01,Senior Staff
55322,Garnik,Heijenga,1964-03-15,1985-09-09,9999-01-01,Senior Engineer
55360,Aemilian,Mitzlaff,1964-01-16,1998-06-25,9999-01-01,Senior Engineer
55376,Kristen,Pezzoli,1964-09-13,1992-01-27,9999-01-01,Senior Engineer
55457,Xiahua,Rusterholz,1964-01-11,1989-10-20,9999-01-01,Senior Staff
55513,Yaghout,Gulak,1964-06-22,1994-12-12,9999-01-01,Senior Staff
55536,Jungsoon,Baba,1964-01-11,1987-02-07,9999-01-01,Senior Staff
55547,Jeong,Gente,1964-08-11,1995-01-17,9999-01-01,Technique Leader
55627,Basem,Yurek,1964-08-30,1995-12-17,9999-01-01,Senior Staff
55640,Adit,Syrotiuk,1965-01-25,1993-07-16,9999-01-01,Senior Engineer
55648,Valery,Pettey,1964-05-12,1995-04-20,9999-01-01,Senior Staff
55687,Shih,Lindqvist,1965-01-02,1995-03-29,9999-01-01,Senior Engineer
55691,Xuejun,Kusakari,1964-10-07,1994-08-08,9999-01-01,Senior Staff
55705,Debaprosad,Pargas,1964-09-07,1993-12-25,9999-01-01,Technique Leader
55744,Henk,Swab,1964-01-27,1993-08-23,9999-01-01,Senior Engineer
55771,Huican,Demeyer,1964-01-13,1991-03-12,9999-01-01,Senior Engineer
55796,Qiwen,Milicia,1964-06-01,1996-08-17,9999-01-01,Senior Staff
55797,Jaewon,Ranft,1964-08-08,1992-07-14,9999-01-01,Senior Staff
55799,Jianwen,Litzler,1965-01-23,1987-06-17,9999-01-01,Senior Engineer
55802,Larisa,Diderrich,1964-01-09,1992-09-14,9999-01-01,Senior Engineer
55811,Shigeu,Capobianchi,1964-01-06,1990-03-30,9999-01-01,Senior Engineer
55813,Conor,Schneeberger,1964-05-01,1988-06-14,9999-01-01,Senior Engineer
55828,Jaques,Tetzlaff,1964-08-20,1998-09-28,9999-01-01,Senior Staff
55850,Feiyu,Koprowski,1964-05-16,1994-06-25,9999-01-01,Technique Leader
55857,Adin,Scallan,1965-01-18,1987-09-15,9999-01-01,Senior Staff
55920,Vishwani,Collette,1964-03-22,1993-05-12,9999-01-01,Senior Staff
55937,Renee,Schneeberger,1964-01-17,1986-08-19,9999-01-01,Senior Staff
55940,Ziyad,Ramsay,1964-09-02,1987-11-07,9999-01-01,Technique Leader
55968,Jacopo,Coorg,1964-10-09,1992-01-16,9999-01-01,Senior Engineer
55990,Jouko,Usery,1964-03-14,1993-07-15,9999-01-01,Senior Staff
56024,Gopalakrishnan,Atrawala,1964-11-10,1994-10-13,9999-01-01,Senior Engineer
56027,Anneli,Sigstam,1964-12-14,1992-01-19,9999-01-01,Senior Engineer
56042,Gay,Krone,1964-05-17,1987-09-29,9999-01-01,Senior Staff
56055,Uli,Janocha,1964-02-05,1999-11-14,9999-01-01,Technique Leader
56105,Makato,Remmers,1965-01-11,1989-04-16,9999-01-01,Senior Engineer
56113,Aleksander,Strehl,1964-08-13,1992-02-05,9999-01-01,Senior Staff
56119,Alejandra,Varker,1964-02-03,1986-07-04,9999-01-01,Senior Engineer
56122,Shounak,Chiodo,1964-09-06,1989-10-30,9999-01-01,Technique Leader
56124,Oldrich,Wroclawski,1964-05-11,1987-10-13,9999-01-01,Senior Engineer
56152,Zhenhua,Covnot,1964-05-08,1995-08-13,9999-01-01,Senior Engineer
56160,Miomir,Kadhim,1964-08-20,1993-02-06,9999-01-01,Senior Staff
56161,Guiseppe,Azumi,1964-01-16,1988-09-01,9999-01-01,Senior Staff
56165,Constantine,Erdi,1964-12-07,1992-03-09,9999-01-01,Senior Staff
56204,Teiji,Itschner,1964-11-26,1990-01-27,9999-01-01,Senior Engineer
56209,Remzi,Douceur,1965-01-19,1992-12-01,9999-01-01,Senior Engineer
56220,Candido,Deville,1964-11-21,1986-05-24,9999-01-01,Senior Engineer
56233,Gunilla,Cincotta,1964-04-15,2001-11-09,9999-01-01,Senior Engineer
56249,Ghassan,Erbe,1964-11-14,1991-10-21,9999-01-01,Senior Engineer
56282,Kerhong,Varley,1964-04-25,1990-10-17,9999-01-01,Senior Staff
56307,Luigi,Gewali,1964-04-25,1999-02-22,9999-01-01,Senior Engineer
56343,Karlis,Bahi,1964-02-26,1988-12-21,9999-01-01,Senior Staff
56349,Honesty,Sethi,1964-12-01,1986-01-27,9999-01-01,Senior Engineer
56362,Florina,Marrevee,1964-11-03,1985-10-13,9999-01-01,Senior Engineer
56383,Mani,Schlenzig,1964-04-12,1987-05-25,9999-01-01,Senior Engineer
56415,Sigeru,Nivat,1965-01-30,1991-10-24,9999-01-01,Senior Staff
56419,Yuchang,Keustermans,1964-03-21,1995-02-09,9999-01-01,Senior Engineer
56428,Olivera,Hanabata,1965-01-27,1986-11-10,9999-01-01,Senior Staff
56434,Tze,Ranai,1964-06-09,1997-01-27,9999-01-01,Senior Engineer
56456,Yakichi,Spinelli,1964-05-12,1997-07-10,9999-01-01,Senior Staff
56493,Mayuri,Escriba,1964-11-09,1991-09-24,9999-01-01,Senior Staff
56536,Eishiro,Hammerschmidt,1964-09-25,1989-07-22,9999-01-01,Senior Staff
56554,Feiyu,Chepyzhov,1964-07-20,1994-06-28,9999-01-01,Senior Engineer
56576,Rimli,Rodiger,1964-03-22,1989-02-18,9999-01-01,Senior Staff
56599,Hugh,Hooghiemstra,1964-11-04,1997-06-27,9999-01-01,Senior Staff
56623,Yongqiao,Perly,1964-08-03,1991-06-24,9999-01-01,Senior Engineer
56624,Shigehito,Mahmud,1964-10-07,1993-04-01,9999-01-01,Senior Staff
56629,Arun,Gulla,1964-07-02,1987-04-20,9999-01-01,Senior Engineer
56646,Zhigen,Swan,1964-09-03,1991-03-15,9999-01-01,Senior Engineer
56669,Akeel,Birnbaum,1964-02-29,1995-11-29,9999-01-01,Senior Staff
56676,Zhensheng,Milicic,1964-08-14,1999-03-15,9999-01-01,Senior Engineer
56729,Lucien,Nitsche,1964-04-24,1988-10-17,9999-01-01,Senior Engineer
56735,Yuuichi,Gomatam,1964-05-27,1994-05-22,9999-01-01,Senior Staff
56736,Oscar,Brodie,1964-03-28,1993-09-11,9999-01-01,Senior Staff
56746,Mads,Fadgyas,1964-09-03,1998-10-31,9999-01-01,Senior Staff
56771,Gay,Panienski,1964-11-25,1990-06-21,9999-01-01,Senior Engineer
56773,Jianhua,Parascandalo,1964-08-03,1995-07-31,9999-01-01,Senior Engineer
56806,Naraig,Sudbeck,1964-04-12,1992-06-10,9999-01-01,Senior Engineer
56838,Xinan,Veevers,1964-06-21,1986-07-21,9999-01-01,Senior Staff
56847,Menkae,Chinin,1965-01-14,1998-08-27,9999-01-01,Senior Engineer
56848,Urs,Stentiford,1964-10-12,1996-04-09,9999-01-01,Senior Engineer
56875,Nikolaus,Kropatsch,1964-03-02,1996-04-26,9999-01-01,Senior Staff
56876,Steen,Matzel,1964-10-01,1987-11-02,9999-01-01,Senior Engineer
56886,Sadok,Papsdorf,1964-09-18,1997-03-22,9999-01-01,Senior Staff
56897,Qingxiang,Farris,1964-06-19,1989-06-06,9999-01-01,Senior Engineer
56900,Seshu,Stentiford,1964-10-15,1991-06-06,9999-01-01,Senior Engineer
56911,Pranjal,Massonet,1964-01-22,1989-03-24,9999-01-01,Senior Engineer
56913,Ranan,Murtagh,1964-04-12,1987-08-13,9999-01-01,Senior Engineer
56928,Zhigen,Nyrup,1964-02-17,1988-05-15,9999-01-01,Senior Staff
56946,Gian,Casley,1964-12-07,1992-08-18,9999-01-01,Senior Staff
56960,Hatsukazu,Backhouse,1964-05-23,1990-02-20,9999-01-01,Senior Engineer
56974,Taegyun,Brodal,1964-06-28,1988-09-20,9999-01-01,Senior Staff
57063,Selwyn,Thibadeau,1964-12-27,1990-06-11,9999-01-01,Senior Staff
57129,Shai,Navazio,1964-12-31,1998-01-27,9999-01-01,Senior Engineer
57132,Visit,Schiper,1964-01-06,1987-07-10,9999-01-01,Senior Staff
57216,Vidya,Clemencon,1964-12-15,1993-09-20,9999-01-01,Senior Engineer
57321,Girolamo,Eterovic,1964-04-24,1990-08-06,9999-01-01,Senior Staff
57354,Billie,Ciolek,1964-03-31,1988-02-27,9999-01-01,Senior Engineer
57356,Petter,Nishimukai,1964-07-23,1988-05-30,9999-01-01,Senior Staff
57387,Ottavia,Ballarin,1964-02-03,1994-07-12,9999-01-01,Senior Engineer
57411,Pantung,Harnett,1964-05-01,1987-12-31,9999-01-01,Senior Staff
57424,Jaques,Magliocco,1964-07-31,1997-03-07,9999-01-01,Senior Staff
57434,Jaques,Hennings,1964-07-11,2001-12-03,9999-01-01,Senior Engineer
57507,Berhard,Kroft,1964-04-09,1987-12-01,9999-01-01,Senior Staff
57509,Mabo,Stanfel,1964-05-23,1987-08-02,9999-01-01,Senior Engineer
57534,Dmitri,Esteva,1964-01-31,1994-09-03,9999-01-01,Senior Staff
57538,Christophe,Kakkad,1964-02-14,1986-01-25,9999-01-01,Technique Leader
57570,Goncalo,Pleszkun,1964-01-06,1999-09-09,9999-01-01,Senior Staff
57576,Rosalyn,Olivero,1964-06-07,1991-01-10,9999-01-01,Senior Staff
57624,Demos,Belinskaya,1964-07-14,1987-09-02,9999-01-01,Senior Staff
57654,Gurbir,Liedekerke,1964-06-17,1998-07-15,9999-01-01,Senior Staff
57703,Bedrich,Vecchio,1964-12-16,1988-09-04,9999-01-01,Senior Engineer
57717,Yonghong,Ernst,1964-04-12,1985-08-17,9999-01-01,Senior Staff
57742,Huican,Karlin,1964-11-12,2000-05-23,9999-01-01,Senior Staff
57745,Nadjib,Boguraev,1964-09-16,1997-04-23,9999-01-01,Senior Engineer
57746,Doowon,Masada,1964-12-05,1997-11-11,9999-01-01,Senior Engineer
57760,Reinhard,VanScheik,1964-05-31,1985-04-28,9999-01-01,Senior Staff
57774,Aksel,Bain,1964-01-15,1995-06-27,9999-01-01,Senior Staff
57805,Chenye,Chimia,1964-01-15,1991-05-22,9999-01-01,Technique Leader
57814,Jovan,Luke,1964-10-11,1996-05-01,9999-01-01,Senior Staff
57830,Kristin,Pietrzykowski,1964-09-25,1989-01-31,9999-01-01,Technique Leader
57831,Kwangjo,Zaumen,1964-10-20,1985-08-26,9999-01-01,Senior Engineer
57881,Giap,Demeyer,1964-02-20,1987-03-18,9999-01-01,Senior Staff
57900,Constantino,Murillo,1964-08-04,1988-07-29,9999-01-01,Senior Staff
57914,Frazer,Hempstead,1964-02-09,1992-05-12,9999-01-01,Senior Staff
57920,Ymte,Showalter,1964-06-22,1987-06-15,9999-01-01,Senior Engineer
57927,Aral,Roison,1964-01-19,1990-08-09,9999-01-01,Technique Leader
57934,Sanjoy,Boudaillier,1965-01-25,1989-12-27,9999-01-01,Senior Engineer
57962,Phillip,Papadias,1964-08-01,1988-09-02,9999-01-01,Senior Engineer
57966,Arfst,Boguraev,1964-03-09,1993-07-15,9999-01-01,Senior Engineer
57974,Yakichi,Hettesheimer,1964-06-03,1986-02-24,9999-01-01,Senior Engineer
58079,Guoxiang,Gini,1964-05-16,1991-04-03,9999-01-01,Senior Staff
58093,Taegyun,Ravishankar,1964-08-26,1991-09-08,9999-01-01,Senior Engineer
58097,Arlette,Marletta,1964-09-07,1997-02-07,9999-01-01,Senior Engineer
58147,Shigenori,Sullins,1965-01-09,1988-02-24,9999-01-01,Senior Staff
58172,Jingling,Ghelli,1964-01-07,1992-02-12,9999-01-01,Senior Staff
58193,Kerhong,Narlikar,1964-01-28,1986-12-22,9999-01-01,Senior Engineer
58198,Przemyslawa,Oppitz,1964-02-16,1998-02-07,9999-01-01,Senior Staff
58212,Yurii,Himler,1964-02-21,1986-08-22,9999-01-01,Senior Engineer
58244,Mohd,Androutsos,1964-10-06,1986-12-17,9999-01-01,Senior Staff
58248,Menkae,Krzyzanowski,1964-06-08,1985-02-11,9999-01-01,Senior Engineer
58268,Manu,Shokrollahi,1964-08-02,1991-10-05,9999-01-01,Senior Engineer
58289,Stella,Itzfeldt,1964-04-11,1993-10-05,9999-01-01,Senior Staff
58290,Lucien,Picco,1964-02-16,1992-09-09,9999-01-01,Senior Engineer
58294,Jordanka,Rajala,1964-08-20,1986-09-28,9999-01-01,Senior Staff
58295,Stabislas,Pena,1964-06-20,1994-05-16,9999-01-01,Senior Staff
58315,Jiafu,Leonhardt,1964-09-03,1997-02-20,9999-01-01,Senior Engineer
58322,Arie,Coombs,1964-11-21,1993-01-29,9999-01-01,Senior Engineer
58365,Sashi,Lorho,1964-12-16,1987-05-09,9999-01-01,Senior Staff
58367,Mark,Goldhammer,1964-09-15,1993-09-29,9999-01-01,Senior Engineer
58373,Jouni,Chvatal,1964-05-23,1987-03-21,9999-01-01,Senior Engineer
58384,Mariusz,Vural,1965-01-22,1993-11-14,9999-01-01,Senior Engineer
58441,Shmuel,Anger,1964-11-29,1989-01-08,9999-01-01,Senior Staff
58494,Uwe,Kambil,1964-05-31,1990-12-30,9999-01-01,Senior Engineer
58497,Yechiam,Cairo,1965-01-22,2000-10-21,9999-01-01,Senior Staff
58504,Ortrud,Pileggi,1964-11-23,1988-12-04,9999-01-01,Senior Engineer
58506,Takahiro,Murthy,1964-06-29,1992-10-21,9999-01-01,Senior Engineer
58540,Sadun,Shihab,1964-09-14,1992-05-23,9999-01-01,Senior Engineer
58561,Kazuhiko,Michaeli,1964-12-24,1993-09-19,9999-01-01,Senior Staff
58568,Mansur,Kowalchuk,1964-12-29,1986-10-15,9999-01-01,Senior Engineer
58581,Francesca,Mitina,1964-04-11,1991-10-06,9999-01-01,Senior Staff
58596,Basil,Bouloucos,1964-05-03,1989-01-23,9999-01-01,Senior Engineer
58617,Miquel,Perz,1964-02-21,1989-04-03,9999-01-01,Senior Engineer
58633,Ashish,Stifter,1964-08-10,1991-09-21,9999-01-01,Senior Engineer
58660,Taiji,Loncour,1964-02-03,1986-04-25,9999-01-01,Senior Staff
58662,Yahiko,Erdi,1964-02-07,1986-04-08,9999-01-01,Senior Engineer
58681,Makato,Azumi,1964-09-11,1988-09-09,9999-01-01,Senior Engineer
58683,Gilbert,Krogh,1964-04-18,1986-10-12,9999-01-01,Senior Engineer
58698,Janche,Wursthorn,1964-07-31,1991-07-22,9999-01-01,Senior Engineer
58726,Boaz,Litzkow,1964-11-03,1985-08-28,9999-01-01,Senior Staff
58733,Conor,Spataro,1964-06-26,1994-11-13,9999-01-01,Senior Staff
58783,Udi,Morton,1964-01-09,1987-11-21,9999-01-01,Senior Engineer
58803,Gil,Pleszkun,1964-12-24,1998-03-15,9999-01-01,Senior Engineer
58816,Vasilii,Lambe,1964-02-20,1987-01-04,9999-01-01,Technique Leader
58819,Gennady,Liesche,1965-01-04,1987-12-02,9999-01-01,Senior Staff
58906,Xumin,Passafiume,1964-12-11,1994-12-29,9999-01-01,Senior Staff
58918,Tremaine,Gecsei,1964-12-04,1986-05-24,9999-01-01,Senior Staff
58936,Nikolaos,Cannata,1964-10-06,1995-12-10,9999-01-01,Senior Staff
58940,Uri,Xiaoshan,1964-05-02,1991-07-09,9999-01-01,Senior Engineer
58954,Arve,Boreale,1964-05-25,1990-02-14,9999-01-01,Senior Engineer
58958,Kristin,Thebaut,1964-03-25,1993-08-30,9999-01-01,Senior Engineer
58982,Xiaoqiu,Petersohn,1964-02-26,1999-04-03,9999-01-01,Technique Leader
58997,Uriel,Taubenfeld,1964-08-15,1990-12-25,9999-01-01,Senior Staff
59041,Bingning,Veevers,1964-06-07,1993-10-20,9999-01-01,Senior Staff
59045,Freyja,Gien,1964-03-31,1985-05-26,9999-01-01,Technique Leader
59077,Yuping,Strooper,1964-04-18,1988-12-16,9999-01-01,Senior Staff
59117,Akhilish,Kobuchi,1964-03-11,1986-02-18,9999-01-01,Senior Staff
59133,Lokesh,Pietracaprina,1964-11-02,1985-03-21,9999-01-01,Senior Engineer
59149,Hidefumi,Ishibashi,1964-05-14,1990-02-23,9999-01-01,Senior Staff
59191,Goh,Goodrum,1964-11-30,1999-05-11,9999-01-01,Senior Engineer
59195,Ronnie,Pollock,1965-01-08,1990-06-19,9999-01-01,Technique Leader
59196,Atreye,Nishimukai,1964-03-12,1995-05-18,9999-01-01,Senior Engineer
59214,Hitomi,Eiter,1964-01-16,1990-12-03,9999-01-01,Senior Staff
59243,Kazuhira,Curless,1964-06-13,1988-09-10,9999-01-01,Senior Engineer
59282,Teiji,Garnick,1964-12-22,1987-03-28,9999-01-01,Senior Staff
59353,Pradeep,Kossowski,1964-06-06,1991-06-22,9999-01-01,Senior Staff
59357,Mark,Barriga,1964-07-06,1986-12-05,9999-01-01,Senior Engineer
59359,Serif,Pollock,1964-12-27,1989-08-31,9999-01-01,Senior Staff
59385,Wanqing,Rande,1964-07-18,1985-06-20,9999-01-01,Senior Engineer
59428,Tse,Hofting,1964-05-13,1985-12-12,9999-01-01,Senior Engineer
59437,Zeljko,Kobuchi,1964-11-02,1987-11-08,9999-01-01,Senior Engineer
59442,Filipe,Bednarek,1964-09-26,1988-04-30,9999-01-01,Senior Staff
59443,Vitaly,Cardazo,1964-09-28,1986-04-12,9999-01-01,Senior Engineer
59445,Khedija,Iacovou,1964-01-17,1985-12-14,9999-01-01,Senior Staff
59449,Premsyl,Morrow,1964-02-05,1987-01-25,9999-01-01,Senior Engineer
59477,Kwangyoen,Raczkowsky,1964-07-16,1995-05-20,9999-01-01,Senior Staff
59511,Tadanori,Jayawardene,1964-11-23,1993-05-14,9999-01-01,Senior Engineer
59533,Peternela,Uchoa,1964-10-03,1992-10-08,9999-01-01,Senior Staff
59554,Gen,Gurbaxani,1964-07-24,1997-12-13,9999-01-01,Senior Staff
59573,Angus,Lorie,1964-01-12,1998-12-13,9999-01-01,Senior Staff
59587,Przemyslawa,Peak,1964-05-20,1985-06-08,9999-01-01,Senior Staff
59624,Pranas,Kieras,1964-09-23,1993-01-18,9999-01-01,Senior Staff
59632,Hausi,Manders,1964-01-10,1986-08-04,9999-01-01,Senior Staff
59652,Ebbe,Guardalben,1964-10-19,1993-03-21,9999-01-01,Senior Staff
59655,Richard,Kakkar,1964-01-16,1993-12-22,9999-01-01,Senior Staff
59660,Jaana,Mateescu,1964-06-18,1993-09-10,9999-01-01,Senior Engineer
59668,Shim,Murrill,1964-02-24,1985-09-22,9999-01-01,Senior Engineer
59712,Xuejia,Duclos,1964-04-12,1994-02-20,9999-01-01,Senior Engineer
59714,Francesca,Ressouche,1964-04-22,1998-01-12,9999-01-01,Senior Engineer
59780,Kish,Verhaegen,1964-02-22,1987-11-26,9999-01-01,Senior Engineer
59791,Mani,Brickell,1964-10-23,1994-03-29,9999-01-01,Senior Engineer
59806,Avishai,Koyama,1964-02-20,1995-01-03,9999-01-01,Senior Staff
59863,Dannz,Montresor,1964-12-22,1996-06-17,9999-01-01,Senior Engineer
59869,Zsolt,Riefers,1965-02-01,1987-09-25,9999-01-01,Senior Staff
59874,Khue,Lovengreen,1964-07-14,1992-05-02,9999-01-01,Senior Staff
59875,Arup,Pargas,1964-10-27,1991-05-28,9999-01-01,Senior Staff
59951,Otmar,Frolund,1964-02-07,1987-02-07,9999-01-01,Senior Staff
59966,Steen,Salvesen,1965-01-28,1993-02-03,9999-01-01,Technique Leader
59969,Xuejia,Mattern,1964-09-13,1988-01-28,9999-01-01,Senior Staff
59979,Vatsa,Asrin,1964-10-30,1988-07-03,9999-01-01,Senior Engineer
59985,Teunis,Gyorkos,1964-07-03,1995-02-22,9999-01-01,Senior Staff
60031,Avishai,Birrer,1964-11-04,1990-07-09,9999-01-01,Senior Engineer
60078,Barry,Sullins,1964-11-24,1993-08-07,9999-01-01,Senior Engineer
60091,Surveyors,Bade,1965-02-01,1990-04-11,9999-01-01,Senior Staff
60127,Tetsurou,Gecseg,1964-06-27,1994-09-21,9999-01-01,Senior Engineer
60138,Baruch,Moehrke,1964-11-09,1990-01-04,9999-01-01,Senior Engineer
60142,Vincent,Roohalamini,1964-09-03,1999-12-09,9999-01-01,Senior Staff
60145,Shigeu,Reutenauer,1964-06-07,1989-07-28,9999-01-01,Technique Leader
60159,Yunming,Bergere,1964-12-11,1987-11-05,9999-01-01,Senior Staff
60176,Heon,Panwar,1964-09-24,1988-03-06,9999-01-01,Senior Engineer
60177,Pranas,Cunliffe,1964-07-31,1998-12-18,9999-01-01,Senior Engineer
60188,Padma,Erva,1964-11-16,1985-10-06,9999-01-01,Senior Engineer
60218,Shaowei,Cangellaris,1964-10-12,1998-10-10,9999-01-01,Senior Staff
60249,Greger,Wendorf,1964-08-02,1994-01-12,9999-01-01,Senior Staff
60295,Dulce,Vanwelkenhuysen,1964-07-12,1989-06-06,9999-01-01,Senior Staff
60311,Houman,Ramsak,1964-05-08,1992-08-11,9999-01-01,Senior Staff
60334,Chikara,Crooks,1964-09-12,1996-03-25,9999-01-01,Senior Staff
60344,Siamak,Zockler,1964-01-30,1990-11-29,9999-01-01,Technique Leader
60348,Chrisa,Narahari,1964-07-18,1989-07-11,9999-01-01,Senior Staff
60387,Genta,Seuren,1964-11-03,1992-12-12,9999-01-01,Senior Staff
60401,Laurentiu,Randt,1964-01-10,1985-02-19,9999-01-01,Senior Engineer
60406,Younwoo,Rosin,1964-11-02,1989-06-15,9999-01-01,Senior Engineer
60415,Erzsebet,Baez,1964-10-07,1992-02-15,9999-01-01,Senior Engineer
60448,Piyush,Irland,1964-02-29,1987-05-20,9999-01-01,Senior Staff
60506,Arve,Demian,1964-10-24,1996-03-26,9999-01-01,Senior Engineer
60509,Mariangiola,Falco,1964-07-04,1998-08-01,9999-01-01,Senior Staff
60555,Kayoko,Aloisi,1964-12-19,1986-02-08,9999-01-01,Senior Engineer
60559,Jeanna,Stemann,1965-01-19,1988-08-29,9999-01-01,Senior Engineer
60571,Huei,Pauthner,1964-03-13,1991-12-17,9999-01-01,Senior Engineer
60603,Shahid,Badache,1964-05-12,1989-12-20,9999-01-01,Senior Staff
60615,Guozhong,Pollacia,1964-04-24,1993-02-25,9999-01-01,Senior Staff
60635,Khue,Callaway,1964-10-08,1990-12-28,9999-01-01,Senior Staff
60640,Ennio,Ohori,1964-06-01,1999-05-05,9999-01-01,Senior Engineer
60657,Susanne,Ghelli,1964-09-26,1990-10-26,9999-01-01,Technique Leader
60662,Hiroyasu,Gustavson,1964-09-01,1991-06-10,9999-01-01,Senior Engineer
60667,Niclas,Dayana,1964-04-18,2001-12-31,9999-01-01,Senior Engineer
60703,Murthy,Strandh,1964-01-25,1995-07-02,9999-01-01,Senior Staff
60725,Ioana,Gils,1964-05-11,1992-02-18,9999-01-01,Senior Engineer
60760,Vasilii,Riesenhuber,1964-01-29,1995-03-03,9999-01-01,Senior Engineer
60796,Uta,Gornas,1964-07-17,1990-11-25,9999-01-01,Senior Engineer
60813,Shaowen,Garnham,1964-07-04,1988-10-29,9999-01-01,Senior Staff
60816,Zdislav,VanScheik,1964-04-11,1990-12-16,9999-01-01,Senior Engineer
60821,Moty,Mersereau,1965-01-02,1991-09-03,9999-01-01,Senior Staff
60862,Wojceich,Chvatal,1964-01-21,1991-06-12,9999-01-01,Senior Engineer
60875,Rildo,Masaki,1965-01-21,1990-01-14,9999-01-01,Senior Engineer
60876,Sanjiv,Itzigehl,1964-05-19,1990-02-02,9999-01-01,Senior Engineer
60917,Franziska,Narlikar,1964-04-10,1997-08-29,9999-01-01,Senior Engineer
60924,Mohamadou,Oxenboll,1964-03-19,1999-07-22,9999-01-01,Senior Staff
60925,Maja,Georgakopoulos,1964-06-28,1987-08-27,9999-01-01,Technique Leader
60927,Mack,Chvatal,1964-11-03,1998-04-18,9999-01-01,Senior Staff
60931,Frederique,Pintelas,1964-04-09,1989-08-31,9999-01-01,Senior Engineer
60943,Valdiodio,Luck,1964-04-04,1999-01-07,9999-01-01,Senior Staff
60959,Tetsushi,Sridhar,1965-01-09,1989-10-19,9999-01-01,Senior Staff
60975,Bingning,Yetto,1964-10-07,1985-11-13,9999-01-01,Senior Staff
60978,Taizo,Paciorek,1964-08-06,1987-03-04,9999-01-01,Senior Staff
60983,Menkae,England,1964-03-12,1993-07-01,9999-01-01,Technique Leader
60994,Tristan,Uludag,1964-02-22,1987-04-12,9999-01-01,Senior Engineer
61011,Kellyn,Miyakawa,1964-09-28,1996-06-07,9999-01-01,Senior Engineer
61031,Kayoko,Bakhtari,1964-11-21,1996-04-22,9999-01-01,Senior Staff
61050,Dmitry,McAffer,1964-05-23,1991-04-27,9999-01-01,Senior Staff
61058,Xinglin,Lakshmanan,1964-12-05,1988-06-08,9999-01-01,Senior Staff
61105,Shih,Birsak,1964-04-09,1992-09-21,9999-01-01,Senior Engineer
61133,Sachar,Schaad,1964-03-22,1994-02-28,9999-01-01,Senior Engineer
61145,Naftali,Senzako,1964-01-08,1996-12-29,9999-01-01,Senior Staff
61201,Jiang,Chepyzhov,1964-08-20,1989-10-09,9999-01-01,Senior Staff
61212,Berni,Stassinopoulos,1964-09-19,1989-06-25,9999-01-01,Senior Staff
61227,Muneo,Foote,1964-10-17,1987-12-31,9999-01-01,Senior Staff
61237,Shmuel,Cronin,1964-08-14,1990-03-13,9999-01-01,Senior Staff
61247,Alexius,Cmelik,1964-12-14,1997-01-20,9999-01-01,Senior Staff
61253,Cheong,Uhrik,1965-01-09,2002-05-09,9999-01-01,Senior Engineer
61279,Domenick,Ritcey,1964-12-21,1986-09-17,9999-01-01,Senior Staff
61325,Sachar,Ballarin,1964-02-08,1987-12-01,9999-01-01,Senior Staff
61349,Supot,Schade,1964-04-11,1990-10-10,9999-01-01,Senior Engineer
61377,Dannz,Ohori,1965-01-01,1997-04-13,9999-01-01,Senior Staff
61385,Xinan,Xiaoshan,1964-06-22,1988-02-22,9999-01-01,Senior Staff
61405,Huican,Gire,1964-05-11,1986-12-14,9999-01-01,Senior Engineer
61408,Houman,Ranta,1964-07-09,1987-08-25,9999-01-01,Senior Staff
61417,Prodip,Masamoto,1964-07-29,1993-03-22,9999-01-01,Senior Engineer
61430,Sedat,Lanteri,1964-11-05,1993-08-17,9999-01-01,Senior Staff
